도서명,저자,발행처,발행년도,자료유형,소장처,등록일
게으른 엄마의 육아 혁명 :독립적인 아이로 키우는 육아법,안나 브이코바 지음,뿌쉬낀하우스,2024,단행본,서울도서관,20251203
위저드 베이커리 :구병모 장편소설,구병모 지음,창비,2022,단행본,서울도서관,20251203
혼모노 :성해나 소설집,성해나 지음,창비,2025,단행본,서울도서관,20251203
긴키 지방의 어느 장소에 대하여 :세스지 장편소설,세스지 지음,Vanta(반타): 오팬하우스,2025,단행본,서울도서관,20251203
Memahami lebih jauh bagaimana presepsi dan mindset menguasai diri kita dalam 2 jam,[by] Kinanti Linda R,Psikologi Corner,2022,단행본,서울도서관,20251203
아트 컬렉터스 :한국의 수집가 17인 =The art collectors,이은주 지음,The Joongang plus : 중앙일보에스,2025,단행본,서울도서관,20251203
나만 몰랐던 1억 모으는 법 :아끼지 않아도 돈이 알아서 쌓이는 현실 재테크,라밋 세티 지음,RHK(알에이치코리아),2025,단행본,서울도서관,20251203
깃털 달린 개구리 :박차리 그림책 [점자라벨자료],박차리 지음,국립장애인도서관,2025,단행본,서울도서관,20251203
"(시민 개발자의 시대,) 생성형 AI 업무 자동화 :23가지 현업 사례와 실습으로 배우는 업무 혁신 가이드",김우현 저,Youngjin.com(영진닷컴),2025,단행본,서울도서관,20251203
자유의지론,어거스틴 저,부크크,2024,단행본,서울도서관,20251203
근대 일본 종교학의 태동과 분기 :이노우에 데쓰지로와 그 후학 =The emergence and divergence of modern Japanese religion : Inoue Tetsujiro and his descendants,이혜경,서울대학교출판문화원,2024,단행본,서울도서관,20251203
미크로네시아 연방 추크주 헌법,[모래알] 편집부 엮음,모래알,2025,단행본,서울도서관,20251203
최저점 바닥 매매 비법 :주식 초보자 및 직장인을 위한 비법 공개 [큰글자도서],전원 지음,시대인,2025,단행본,서울도서관,20251203
구조에서 감성으로 :그레마스 기호학 및 일반 의미론의 연구,김성도 지음,고려대학교출판문화원,2020,단행본,서울도서관,20251203
담에 기대어 마음을 쓰다 :그림책 심리 에세이,고혜인,부크크(bookk),2025,단행본,서울도서관,20251203
"나는 죽을 때까지 현역이고 싶다 :전직 공무원, 현직 관리소장의 인생 2막",김홍기 지음,미다스북스,2025,단행본,서울도서관,20251203
유대인 쥐스 .1,리온 포이히트방거 지음,지식을만드는지식,2023,단행본,서울도서관,20251203
(통계 전문가가 되기 위한) 교육 분야 stata 통계분석 및 구조방정식모델링,이동욱 지음,부크크,2024,단행본,서울도서관,20251203
(NASM) 교정운동학,Rich Fahmy 지음,한미의학,2023,단행본,서울도서관,20251203
작은 늑대 [점자라벨자료],피터 도넬리 글·그림,박영사 : 인북,2024,단행본,서울도서관,20251203
꼬투리와 얼룩콩 :안단비 그림책 [점자라벨자료],안단비 짓고 그림,피아노의 숲,2024,단행본,서울도서관,20251203
행복은 어떤 모양일까? [점자라벨자료],박세연 글,꼬마뭉치 : 동아엠앤비,2024,단행본,서울도서관,20251203
너처럼 되고 싶어 [점자라벨자료],브리타 사박 글,시금치,2025,단행본,서울도서관,20251203
별을 찾습니다 [점자라벨자료],수수아 글·그림,팜파스,2024,단행본,서울도서관,20251203
수영하기 [점자라벨자료],에드워드 주르들로 글,대원사,2015,단행본,서울도서관,20251203
내가 둘이 되었다고? [점자라벨자료],브로콜리 2호 글,춘희네책방,2023,단행본,서울도서관,20251203
곰돌이 케니의 먹이 창고 [점자라벨자료],Tinman 글·그림,우리책,2009,단행본,서울도서관,20251203
기린의 날개 [점자라벨자료],심예빈 글,국립장애인도서관,2025,단행본,서울도서관,20251203
나로 살 결심 :개인주의자 문유석의 두번째 선택,문유석 지음,문학동네,2025,단행본,서울도서관,20251203
다른 우주의 문법 :그 우주에는 인어와 화성인과 주머니고양이가 산다,백승주 지음,김영사,2025,단행본,서울도서관,20251203
"그때도 좋았지만, 지금도 좋아! :돌아온 바람의 딸 한비야의 떠나며, 배우며, 나누는 삶에 대하여",한비야 지음,중앙books(중앙북스): 중앙일보에스,2025,단행본,서울도서관,20251203
"프셉마음 :신규 간호사를 위한 진짜 실무 팁 .[34] ,신생아 중환자실편",임희문 저,드림널스,2023,단행본,서울도서관,20251203
성세항언 :흐리멍덩한 세상을 깨우는 이야기 .2,풍몽룡 지음,아모르문디,2025,단행본,서울도서관,20251203
"(정승제의) 수학 대모험 .1 ,수의 시작: 승제 생선님을 만나다",설민석,Dankkumi(단꿈아이),2025,단행본,서울도서관,20251203
조선의 갈림길 :강화도조약부터 을사늑약까지 망국의 서막을 새기다,길윤형 지음,서해문집,2025,단행본,서울도서관,20251203
눈에 보이지 않는 세계 .Vol.1 =Invisible worlds,Micro-seon 사진과 글,레시픽,2025,단행본,서울도서관,20251203
기밀문건 속 한국전쟁,션즈화 편,PNAworld(피엔에이월드),2024,단행본,서울도서관,20251203
세시풍속도감 :그림과 사진으로 보고 읽는 『경도잡지』,진경환 지음,민속원,2024,단행본,서울도서관,20251203
법치주의 공화국의 사제들 :법치와 정의의 올바른 방향을 탐색하다 : 김도언 인터뷰집 .Vol. 2,김도언 지음,법률신문사,2025,단행본,서울도서관,20251203
유연한 완벽주의자 :내 안의 가혹한 비평가를 버리고 자신에게 너그러워지는 법,엘런 헨드릭슨 지음,어크로스(어크로스출판그룹),2025,단행본,서울도서관,20251203
(산만한 아이를 위한) 본질육아 :주의력결핍을 몰입력으로 바꾸는 지나영의 육아 특훈,지나영 지음,21세기북스: 북이십일,2025,단행본,서울도서관,20251203
법치주의 공화국의 사제들 :법치와 정의의 올바른 방향을 탐색하다 : 김도언 인터뷰집 .Vol. 1,김도언 지음,법률신문사,2025,단행본,서울도서관,20251203
내 아이 면역력의 뿌리를 키우는 법 :한방소아과 교수가 알려주는 엄마표 건강 루틴,이혜림 지음,미다스북스,2025,단행본,서울도서관,20251203
(Dasar-dasar) animasi komputer,[by] Jubilee Enterprise,Elex Media Komputindo,2020,단행본,서울도서관,20251203
Top ten skills for millenials :10 keterampilan penting di era industri 4.0,[by] M. Husin Syarbini,Metagraf: Tiga Serangkai,2022,단행본,서울도서관,20251203
Public speaking for success,[by] Haryanto Kandani,Elex Media Komputindo,2022,단행본,서울도서관,20251203
Berdamai dengan brasa marah,[by] Era Findiani,Psikologi Corner,2022,단행본,서울도서관,20251203
"(장난천재) 쾌걸 조로리 :초등 저학년 읽기 동화 .21 ,스키 점프점프",하라 유타카 글·그림,북이십일 : 을파소,2024,단행본,서울도서관,20251203
Let's change your bad habits,[by] Badrul Munir,Muezza,2019,단행본,서울도서관,20251203
Islam itu rahmatan lil alamin bukan untuk kamu sendiri,[by] Emha Ainun Nadjib,Noura,2022,단행본,서울도서관,20251203
Trillion dollar coach :revolusi kepemimpinan ala Bill Campbell,[by] Eric Schmidt,Bentang Pustaka,2022,단행본,서울도서관,20251203
Kunci kesuksesan :ubah kegagalan jadi keberhasilan,[by] Eric Kanadi,Elex Media Komputindo,2020,단행본,서울도서관,20251203
Lari dari kebebasan,[by] Erich Fromm,IRCiSoD,2020,단행본,서울도서관,20251203
"Ide bisnis modal tipis 500 ribuan :langkah sukses membangun, menerapkan strategi, hingga mengatasi hambatan bisnis",[by] Evita P. Purnama Sari,Unicorn publishing,2020,단행본,서울도서관,20251203
Indonesia bertahan :dari mendirikan negara hingga merayakan demokrasi,[by] Azyumardi Azra,Kompas Penetbit Buku,2022,단행본,서울도서관,20251203
Alien of Rex Regum Qeon,[by] Lemon,PT Elex Media Komputindo,2020,단행본,서울도서관,20251203
Tempat-tempat Terang,[by] Jennifer Niven,Penerbit Gramedia Pustaka Utama,2020,단행본,서울도서관,20251203
"Hatimu, aku. hidupku, kamu",[by] Diego Christian,Galaxy Media,2022,단행본,서울도서관,20251203
"하늘 읽기 :날씨와 기후 변화, 그리고 우리를 둘러싼 공기에 숨겨진 과학",사이먼 클라크 지음,동아시아,2025,단행본,서울도서관,20251203
"설득의 심리학 .5 ,압도적 성과를 내는 일잘러의 7가지 설득법",스티브 마틴 지음,21세기북스: 북이십일,2025,단행본,서울도서관,20251203
"(国家宝藏) 乾小四历险记 .5 ,草原神龙丹之战 =The nation's greatest treasures",于新玲 著,湖南文艺出版社: 小博集,2024,단행본,서울도서관,20251202
自信 :儿童情绪管理与心理素质培养,卡琳·西蒙内特 著,深圳出版社,2024,단행본,서울도서관,20251202
Photobook conversations,edited by Ana Casas Broda,1000 words,2025,단행본,서울도서관,20251130
Writer conversations,edited by Duncan Wooldridge,1000 words,2023,단행본,서울도서관,20251130
Being together :a manual for living,[by] Grace Ndiritu,[s.n.],2021,단행본,서울도서관,20251130
Curator conversations,[by] Sarah Allen [et al.],1000 words,2023,단행본,서울도서관,20251130
Islands of Kinship :a collective manual for sustainable and inclusive art institutions,[edited by] Barbora Ciprová,Mousse Publishing,2025,단행본,서울도서관,20251130
Strangers need strange moments together :designing interaction for public spaces,[by] Mouna Andraos,Set Margins',2025,단행본,서울도서관,20251130
Epistemic imaginaries :learning as festivity,edited by Brandon LaBelle,Errant Bodies Press,2025,단행본,서울도서관,20251130
"Imagine something new, like justice",[by] Yalda Afsah,Archive Books,2022,단행본,서울도서관,20251130
간호사가 되기로 했다 :세브란스병원 간호국의 남자 간호사 분투기,김진수 외 지음,시대의창,2025,단행본,서울도서관,20251127
제1원칙 사고 :원점에서 시작하는 일론 머스크식 문제 해결법 =First principles thinking,안유석 지음,처음북스,2025,단행본,서울도서관,20251127
오각형 인간 :균형 있게 성장하는 5가지 인생 공식,이은경 지음,미문사,2025,단행본,서울도서관,20251127
(세밀화로 그린) 보리 어린이 나방 도감 :우리 땅에 사는 나방 120종,옥영관 그림,보리,2025,단행본,서울도서관,20251127
와이즈만 과학사전 :초등에서 중등 개념까지,김형진,와이즈만 Books,2025,단행본,서울도서관,20251127
쓰레기의 반격 :쓰레기통이 되어버린 지구의 위기와 기회,제레미 카베,유아이북스,2025,단행본,서울도서관,20251127
"스마트 도시, 미래를 혁신하다 :빅데이터가 말하는 스마트시티",진희선,나무지혜,2025,단행본,서울도서관,20251127
(KAIST 이상엽 교수의) 세상을 바꾸는 공학기술 :인류의 난제를 해결하는 최전선의 기술들 =World-changing engineering technologies,이상엽 지음,김영사,2025,단행본,서울도서관,20251127
초등의 품격,홍민정 글,위즈덤하우스,2025,단행본,서울도서관,20251127
(딸을 위한) 데일 카네기 인간관계론,도나 데일 카네기  지음,다산에듀 : 다산북스,2025,단행본,서울도서관,20251127
늪지의 렌 :최상희 장편소설,최상희 지음,창비,2025,단행본,서울도서관,20251127
(매일을 버텨내고 있는 당신에게 필요한) 위태로운 감정을 다스리는 삶을 위한 안내서,겐카 도루 지음,필름,2025,단행본,서울도서관,20251127
"팝콘 밥 .5 ,팝콘 밥, 스타가 되다!",마랑케 링크 글,판퍼블리싱,2025,단행본,서울도서관,20251127
"열두 살에 부자가 된 키라 :보도 섀퍼가 아이들에게 들려주는 성공 이야기 .2 ,부자가 되는 방법",보도 섀퍼 지음,Mirae N 아이세움 : 미래엔,2025,단행본,서울도서관,20251127
"다판다 만물 트럭 .3 ,사라진 공주",서지원 지음,니케주니어 : 니케북스,2025,단행본,서울도서관,20251127
읽자마자 수수께끼 왕,길벗스쿨 편집,길벗스쿨,2025,단행본,서울도서관,20251127
투명 인간의 소원,김용진 시,비룡소,2025,단행본,서울도서관,20251127
"(멍멍말 통역사) 김야옹 .3 ,흙탕물 구출 작전",강효미 글,아울북: 북이십일,2025,단행본,서울도서관,20251127
날마다 놀아도 :김민경 창작동화,김민경 지음,사계절: 사계절출판사,2025,단행본,서울도서관,20251127
"(마음이 머무는 담장,) 꽃담",김영미 글,Mirae N 아이세움 : 미래엔,2025,단행본,서울도서관,20251127
시를 위한 패턴 연습,이안 시,상상,2025,단행본,서울도서관,20251127
"(울지 않아요, 나는 꿈이 있어요) 소년 이재명",송승태 글,길위의책,2025,단행본,서울도서관,20251127
(지구를 위협하는) 기후 위기 :뜨거워지는 지구를 구하라!,박효연 글,스푼북,2025,단행본,서울도서관,20251127
(아름다운 아이) 샬롯 이야기,R.J. 팔라시오 지음,책과콩나무,2025,단행본,서울도서관,20251127
괄호의 비밀,임화선 글,어린이작가정신 : 작가정신,2025,단행본,서울도서관,20251127
거꾸로 환경시계 탐구생활 :착한사회를 위한 기후 변화와 환경 이야기,박숙현 글,파란자전거,2025,단행본,서울도서관,20251127
그래서 이런 직업이 생겼대요 :읽다 보면 사회 상식이 저절로,우리누리 글,길벗스쿨,2025,단행본,서울도서관,20251127
놀라운 돈의 역사 :경제가 보이는 아름다운 그림책,알렉스 울프 글,너머학교: 너머,2025,단행본,서울도서관,20251127
아테나이인의 정치체제,아리스토텔레스 지음,그린비: 그린비출판사,2025,단행본,서울도서관,20251127
"열 살, 도덕경을 만나다",우성희 지음,어린이나무생각 : 나무생각,2025,단행본,서울도서관,20251127
돌고 도는 에너지 :우리는 지구 생태계를 지키는 생명 에너지야,이사벨라 조르지니 글·그림,모알보알,2025,단행본,서울도서관,20251127
